,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
1403,23,2011,350000,47000,1,1,1,2,16.95,1498.0,97.7,5.0
1404,9,2011,170000,80000,0,1,1,3,17.8,1399.0,68.0,5.0
1405,27,2011,125000,85000,0,1,1,2,18.0,1248.0,75.0,5.0
1406,20,2012,400000,100000,0,1,1,1,19.3,1248.0,73.9,5.0
1407,23,2011,250000,110000,1,1,1,1,16.95,1498.0,97.7,5.0
1408,7,2010,190000,178000,0,1,1,2,20.4,1248.0,91.7,5.0
1409,20,2010,125000,120000,1,1,1,3,19.7,796.0,46.3,5.0
1410,14,2017,1950000,70000,0,1,1,1,16.3,1956.0,170.0,5.0
1411,2,2011,1300000,120000,0,1,0,1,12.8,1968.0,167.6,5.0
1412,28,2010,786000,155000,0,1,1,3,12.8,2494.0,102.0,8.0
1413,20,2015,335000,30000,1,1,1,1,20.51,998.0,67.04,5.0
1414,20,2009,114999,60000,1,1,1,3,18.9,1061.0,67.0,5.0
1415,29,2012,229999,70000,0,1,1,4,22.07,1199.0,73.9,5.0
1416,11,2017,731000,40000,0,1,1,1,22.54,1396.0,88.73,5.0
1417,11,2012,395000,120000,0,1,1,1,22.32,1582.0,126.32,5.0
1418,20,2015,500000,120000,0,1,1,1,26.59,1248.0,74.0,5.0
1419,11,2014,220000,50000,1,1,1,3,21.1,814.0,55.2,5.0
1420,9,2013,240000,100000,0,1,1,1,20.0,1399.0,68.1,5.0
1421,11,2010,215000,120000,0,1,1,3,23.0,1396.0,90.0,5.0
1422,20,2012,400000,90000,0,1,1,2,22.9,1248.0,74.0,5.0
1423,20,2012,191000,90000,1,1,1,1,19.0,998.0,67.1,5.0
1424,19,2013,351000,100000,0,1,1,2,14.0,2498.0,112.0,8.0
1425,27,2015,250000,20000,1,1,0,1,21.9,624.0,37.48,4.0
1426,11,2009,210000,90000,0,1,1,2,18.1,1493.0,110.0,5.0
1427,28,2011,300000,120000,1,1,1,3,17.6,1496.0,88.7,5.0
1428,9,2017,700000,35000,0,1,1,1,25.83,1498.0,99.0,5.0
1429,11,2010,500000,120000,0,1,1,2,11.8,1991.0,150.0,5.0
1430,20,2002,120000,120000,1,1,1,1,16.1,796.0,37.0,4.0
1431,11,2019,850000,10000,0,1,1,1,22.54,1396.0,88.76,5.0
1433,10,2017,770000,65000,0,1,1,2,25.5,1498.0,98.6,5.0
1434,10,2007,245000,90000,1,1,1,3,13.5,1799.0,130.0,5.0
1435,20,2012,250000,90000,1,1,1,1,20.92,998.0,67.1,5.0
1436,11,2016,651000,42323,0,0,1,1,21.19,1396.0,88.76,5.0
1437,10,2013,480000,42462,1,0,1,1,16.8,1497.0,116.3,5.0
1438,20,2015,470000,54723,0,0,1,1,25.2,1248.0,74.0,5.0
1439,10,2016,500000,30000,0,1,1,1,27.3,1498.0,98.6,5.0
1440,3,2011,1075000,42545,0,0,0,1,19.62,1998.0,190.0,5.0
1441,20,2016,690000,32000,0,0,1,1,25.1,1248.0,88.5,5.0
1444,20,2018,480000,20375,1,0,1,1,20.89,1197.0,81.8,5.0
1445,20,2013,450000,43978,0,0,1,2,28.4,1248.0,74.0,5.0
1446,20,2018,770000,50000,0,1,1,1,24.3,1248.0,88.5,5.0
1447,19,2015,445000,40200,0,0,1,1,21.0,1498.0,74.96,7.0
1448,11,2018,700000,30000,1,1,1,1,18.6,1197.0,81.83,5.0
1449,20,2014,560000,90000,0,1,1,1,20.77,1248.0,88.8,7.0
1450,9,2013,475000,48000,0,0,1,2,21.7,1498.0,98.96,5.0
1451,10,2014,465000,27233,0,0,1,1,27.4,1498.0,98.63,5.0
1452,20,2017,520000,28832,0,0,1,1,23.4,1248.0,74.0,5.0
1453,27,2011,225000,35000,1,1,1,1,15.0,1368.0,90.0,5.0
1454,20,2015,700000,35000,1,1,1,1,16.02,1373.0,93.7,7.0
1455,20,2017,780000,40000,0,1,1,1,24.3,1248.0,88.5,5.0
1456,10,2006,93150,80000,1,1,1,2,17.7,1497.0,78.0,5.0
1457,19,2016,403000,30000,0,1,1,2,17.21,1493.0,100.0,7.0
1458,11,2009,229999,50000,1,1,1,2,19.81,1086.0,68.05,5.0
1459,20,2016,525000,40000,0,1,1,2,26.59,1248.0,74.0,5.0
1460,20,2014,560000,25000,1,1,1,1,16.02,1373.0,93.7,7.0
1461,19,2020,830000,120000,0,1,1,1,15.1,2179.0,152.87,7.0
1462,20,2011,250000,60000,0,1,1,2,21.1,1248.0,73.9,5.0
1463,19,2014,450000,110000,0,1,1,1,15.96,2523.0,63.0,9.0
1464,19,2016,745000,67000,0,1,1,1,15.4,1997.0,120.0,7.0
1465,9,2010,144000,50000,0,1,1,2,20.0,1399.0,68.0,5.0
1466,20,2008,120000,40000,1,1,1,1,18.2,1061.0,64.0,5.0
1467,27,2008,300000,120000,0,1,1,2,11.57,2179.0,138.1,7.0
1468,20,1999,52000,100000,1,1,1,1,16.1,796.0,37.0,4.0
1469,19,2003,300000,98000,0,1,1,1,10.5,2179.0,120.0,8.0
1470,19,2009,270000,150000,0,1,1,2,13.6,2523.0,63.0,7.0
1471,4,2014,260000,38000,0,1,1,1,22.1,1248.0,74.0,5.0
1472,28,2015,475000,120000,0,1,1,1,23.59,1364.0,67.05,5.0
1473,9,2011,302000,103000,0,1,1,3,20.0,1399.0,68.0,5.0
1474,20,1994,45000,60000,1,1,1,1,16.1,796.0,37.0,4.0
1475,20,2017,775000,80000,0,1,1,1,24.3,1248.0,88.5,5.0
1476,20,2015,700000,50000,0,1,1,1,20.77,1248.0,88.76,7.0
1477,20,2014,530000,90000,0,1,1,1,25.2,1248.0,74.0,5.0
1478,27,2017,869999,70000,0,1,1,1,21.5,1497.0,108.5,5.0
1479,11,2006,155000,110000,0,1,1,4,14.9,1991.0,112.2,5.0
1480,27,2019,550000,30000,1,1,0,1,23.84,1199.0,83.83,5.0
1481,20,2016,600000,80000,0,1,1,2,26.59,1248.0,74.0,5.0
1482,20,2012,430000,110000,0,1,1,2,19.3,1248.0,73.9,5.0
1483,27,2010,246000,120000,0,1,1,1,18.8,1248.0,90.0,5.0
1484,20,2003,120000,120000,1,1,1,3,17.3,993.0,60.0,5.0
1485,11,2014,565000,70000,1,1,1,2,18.6,1197.0,81.83,5.0
1486,11,2018,850000,60000,0,1,1,1,22.54,1396.0,88.76,5.0
1487,20,2006,160000,90000,1,1,1,1,19.7,796.0,46.3,5.0
1488,7,2014,325000,142500,0,1,1,1,19.5,1248.0,75.0,5.0
1489,19,2011,450000,90000,0,1,1,3,12.05,2179.0,120.0,8.0
1490,11,2015,310000,50000,1,1,1,1,19.81,1086.0,68.05,5.0
1491,10,2013,250000,90000,0,1,1,3,25.8,1498.0,98.6,5.0
1492,20,2015,420000,115000,0,1,1,2,26.59,1248.0,74.0,5.0
1493,11,2013,330000,150000,1,1,0,2,15.0,1396.0,98.6,5.0
1494,20,2015,405000,68000,1,1,1,2,20.4,1197.0,81.8,5.0
1495,19,2013,400000,90000,0,1,1,2,15.96,2523.0,62.1,7.0
1496,10,2010,409999,110000,1,1,0,3,15.6,1497.0,116.3,5.0
1497,19,2013,500000,70000,0,1,1,2,15.96,2523.0,62.1,7.0
1498,19,2011,590000,80000,0,1,1,3,15.1,2179.0,140.0,7.0
1500,11,2007,135000,100000,1,1,1,2,19.81,1086.0,68.05,5.0
1501,20,2004,70000,70000,1,1,1,2,18.9,998.0,67.1,5.0
1502,20,2004,45000,77000,1,1,1,3,16.1,796.0,37.0,4.0
1503,20,2018,650000,35500,0,1,1,1,28.4,1248.0,74.02,5.0
1504,20,2018,400000,17500,1,1,1,1,20.51,998.0,67.04,5.0
1505,20,2017,350000,27000,1,1,1,1,23.95,998.0,67.05,5.0
1506,11,2017,550000,60000,0,1,1,1,24.0,1186.0,73.97,5.0
1507,20,2016,350000,25000,1,1,1,1,20.51,998.0,67.04,5.0
1508,20,2015,459999,80000,0,1,1,1,26.59,1248.0,74.0,5.0
1509,20,2012,185000,60000,1,1,1,2,19.7,796.0,46.3,5.0
1510,29,2013,550000,38000,0,1,1,1,22.07,1199.0,73.9,5.0
1513,28,2011,900000,110000,0,1,1,1,12.8,2494.0,102.0,8.0
1514,10,2016,900000,92000,0,1,1,1,21.9,1498.0,98.6,7.0
1515,19,2012,550000,180000,0,1,1,3,15.96,2523.0,62.1,9.0
1516,20,2018,625000,10000,1,1,1,1,21.4,1197.0,83.1,5.0
1517,20,2017,310000,35000,1,1,1,2,24.7,796.0,47.3,5.0
1518,20,2017,500000,35000,0,1,1,1,28.4,1248.0,74.0,5.0
1519,11,2016,610000,23000,0,1,1,1,24.0,1120.0,70.0,5.0
1520,27,2012,150000,150000,0,1,1,3,19.09,1396.0,69.0,5.0
1521,11,2015,480000,70000,0,1,1,1,24.4,1120.0,71.0,5.0
1522,11,2017,650000,40000,1,1,1,1,18.6,1197.0,81.83,5.0
1523,11,2012,290000,100000,0,1,1,2,21.9,1396.0,90.0,5.0
1524,20,2017,300000,50000,1,1,1,2,24.7,796.0,47.3,5.0
1525,20,2010,270000,120000,0,1,1,4,19.3,1248.0,73.9,5.0
1526,11,2015,400000,60000,0,1,1,2,24.4,1120.0,71.0,5.0
1527,20,2015,280000,28000,1,1,1,2,22.74,796.0,47.3,5.0
1528,20,2009,250000,60000,1,1,1,3,17.5,1298.0,85.8,5.0
1529,20,2012,495000,80000,0,1,1,2,19.3,1248.0,73.9,5.0
1530,9,2018,3250000,12000,0,1,0,1,10.91,3198.0,197.0,7.0
1531,10,2019,700000,4500,1,1,1,1,19.5,1199.0,88.76,5.0
1532,27,2013,310000,70000,0,1,1,1,25.0,1396.0,69.0,5.0
1533,25,2017,650000,120000,0,1,1,1,19.87,1461.0,83.8,5.0
1534,10,2015,600000,80000,1,1,0,1,19.0,1199.0,88.7,5.0
1535,27,2009,150000,150000,0,1,1,4,11.57,2179.0,138.1,7.0
1536,19,2009,135000,120000,1,1,1,1,15.7,1390.0,75.0,5.0
1537,20,2014,650000,50000,0,1,1,1,23.4,1248.0,74.0,5.0
1538,10,2012,550000,83000,1,1,1,1,16.8,1497.0,116.3,5.0
1539,20,2017,650000,20000,0,1,1,1,28.4,1248.0,74.02,5.0
1540,28,2018,2900000,49000,0,1,0,1,12.9,2755.0,174.5,7.0
1541,10,2017,450000,6750,1,1,1,1,18.5,1198.0,86.8,5.0
1542,20,2015,650000,26000,1,1,1,1,20.73,1373.0,91.1,5.0
1543,11,2017,430000,52000,1,1,1,1,17.0,1197.0,81.86,5.0
1544,11,2017,1143000,51000,0,1,0,1,17.01,1582.0,126.2,5.0
1545,20,2019,700000,20000,1,1,0,1,22.0,1197.0,81.8,5.0
1546,20,2011,229999,18500,1,1,1,1,18.5,1197.0,85.8,5.0
1547,19,2017,509999,142000,0,1,1,1,18.49,1493.0,100.0,7.0
1548,9,2016,670000,50478,1,1,1,1,15.85,1499.0,110.4,5.0
1549,27,2019,525000,9200,1,1,0,1,23.84,1199.0,83.83,5.0
1550,25,2016,515000,40000,0,1,1,1,19.87,1461.0,83.8,5.0
1551,20,2020,630000,5000,1,1,1,1,21.01,1197.0,81.8,5.0
1552,6,2019,270000,2300,1,1,1,1,22.7,799.0,53.64,5.0
1553,20,2016,300000,40000,1,1,1,1,22.74,796.0,47.3,5.0
1554,19,2012,250000,119000,0,1,1,1,14.0,2489.0,95.0,8.0
1555,20,2005,90000,100000,1,1,1,4,19.7,796.0,46.3,5.0
1556,20,2017,750000,100000,0,1,1,1,24.52,1248.0,88.5,7.0
1557,20,2009,135000,50000,1,1,1,2,18.9,1061.0,67.0,5.0
1558,20,2013,275000,80000,1,1,1,2,15.1,1196.0,73.0,5.0
1559,27,2018,740000,15000,1,1,1,1,17.0,1198.0,108.5,5.0
1560,10,2019,690000,1303,1,0,1,1,17.8,1198.0,86.7,5.0
1561,2,2018,3975000,31800,0,0,0,1,17.01,1968.0,188.0,5.0
1562,17,2019,5150000,20000,1,0,0,1,22.37,2487.0,214.56,5.0
1563,13,2017,3200000,45000,0,0,0,1,19.33,1999.0,177.0,5.0
1564,14,2017,4100000,17000,1,1,0,1,9.5,3604.0,280.0,5.0
1565,28,2018,1000000,4295,1,2,1,1,17.1,1496.0,105.5,5.0
1566,28,2018,1000000,5229,1,2,1,1,17.1,1496.0,105.5,5.0
1567,11,2019,550000,4701,1,2,1,1,20.7,1197.0,81.86,5.0
1568,20,2016,600000,6757,1,2,1,1,21.01,1197.0,81.8,5.0
1569,26,2016,675000,28182,1,2,0,1,14.3,1598.0,103.52,5.0
1570,23,2019,950000,11533,1,2,1,1,14.23,1498.0,104.55,5.0
1571,10,2017,850000,11688,1,2,1,1,17.8,1497.0,117.3,5.0
1572,28,2016,2000000,68089,1,2,0,1,19.16,2494.0,157.7,5.0
1573,28,2012,550000,57728,1,2,0,1,14.53,1794.0,138.1,5.0
1574,20,2018,925000,23712,0,2,1,1,28.09,1248.0,88.5,5.0
1575,9,2015,625000,70670,1,2,0,1,16.5,1499.0,110.0,5.0
1576,20,2014,200000,43381,1,0,1,2,22.74,796.0,47.3,5.0
1577,10,2014,635000,79011,1,2,0,1,18.0,1497.0,117.3,5.0
1578,10,2016,550000,56494,1,2,1,1,18.2,1199.0,88.7,5.0
1579,20,2014,425000,50000,0,1,1,2,21.79,1248.0,88.73,5.0
1580,20,2011,220000,40000,1,1,1,1,18.9,998.0,67.1,5.0
1581,11,2018,590000,10000,1,1,1,1,18.9,1197.0,81.86,5.0
1582,19,2017,775000,35000,0,1,1,1,16.55,2498.0,105.0,6.0
1583,20,2015,350000,58500,1,1,1,1,18.5,1197.0,85.8,5.0
1584,20,2018,575000,20000,1,1,1,1,21.4,1197.0,83.1,5.0
1585,23,2011,200000,43500,1,1,1,2,18.06,1198.0,75.0,5.0
1586,27,2018,1575000,30000,0,1,1,1,17.6,2179.0,153.86,7.0
1587,9,2015,600000,63000,0,1,1,1,22.77,1498.0,98.59,5.0
1588,19,2016,720000,35000,0,1,1,1,15.96,2523.0,62.1,7.0
1589,27,2012,158000,110000,0,1,1,2,19.09,1396.0,69.0,5.0
1590,27,2018,1575000,25000,0,1,1,1,17.6,2179.0,153.86,7.0
1591,11,2017,580000,30000,1,1,0,1,17.36,1197.0,81.86,5.0
1592,19,2012,420000,50000,0,1,1,1,15.96,2523.0,62.1,7.0
1593,19,2018,1200000,35000,0,1,1,1,17.3,1497.0,121.0,8.0
1594,25,2018,350000,30000,1,1,1,1,23.01,999.0,67.0,5.0
1595,10,2014,650000,56000,1,1,1,1,17.4,1497.0,117.3,5.0
1596,20,2017,400000,12700,1,1,1,1,20.51,998.0,67.04,5.0
1597,27,2018,700000,35000,0,1,1,1,21.5,1497.0,108.5,5.0
1598,11,2017,520000,30000,1,1,1,1,19.1,1197.0,82.0,5.0
1599,19,2012,450000,120000,0,1,1,1,12.05,2179.0,120.0,9.0
1600,27,2017,850000,100000,0,1,1,1,14.1,2179.0,147.94,7.0
1601,25,2017,350000,34000,1,1,1,1,25.17,799.0,53.3,5.0
1602,19,2011,450000,56000,0,1,1,1,13.0,2489.0,95.0,8.0
1603,11,2008,165000,90000,1,1,1,1,19.81,1086.0,68.05,5.0
1604,11,2010,160000,65000,1,1,1,2,17.92,1086.0,62.1,5.0
1605,27,2011,300000,80000,0,1,1,1,13.93,2179.0,138.0,7.0
1606,19,2012,550000,90000,0,1,1,3,12.05,2179.0,120.0,8.0
1607,20,2015,285000,40000,1,1,1,1,23.95,998.0,67.05,5.0
1608,11,2016,850000,58000,0,1,1,1,19.67,1582.0,126.2,5.0
1609,9,2018,700000,19100,1,1,1,1,19.0,1194.0,94.68,5.0
1610,20,2018,900000,25000,1,1,1,1,19.34,1462.0,103.0,7.0
1611,20,2005,180000,49455,1,1,1,1,19.7,796.0,46.3,5.0
1612,11,2016,220000,100000,1,1,1,1,21.1,814.0,55.2,5.0
1613,27,2013,120000,120000,0,1,1,1,22.3,1248.0,74.0,5.0
1614,11,2010,220000,90000,1,1,1,4,17.0,1197.0,80.0,5.0
1615,4,2013,420000,46815,0,1,1,2,22.1,1248.0,76.9,5.0
1616,27,2013,160000,110000,0,1,1,1,19.4,1405.0,70.0,5.0
1617,11,2015,250000,80000,1,1,1,1,21.1,814.0,55.2,5.0
1618,20,2013,385000,100000,0,1,1,3,20.77,1248.0,88.8,7.0
1619,20,2014,318000,80000,1,1,1,1,20.51,998.0,67.06,5.0
1620,11,2018,480000,40000,1,1,1,1,20.14,1197.0,81.86,5.0
1621,20,2015,330000,70000,1,1,1,3,23.1,998.0,67.04,5.0
1622,27,2011,152000,80000,0,1,1,1,17.0,1405.0,71.0,5.0
1623,20,2014,250000,40000,1,1,1,1,22.74,796.0,47.3,5.0
1624,27,2011,248000,80000,0,1,1,1,17.0,1405.0,71.0,5.0
1625,23,2011,300000,60000,1,1,1,2,18.06,1198.0,75.0,5.0
1626,11,2017,550000,50000,1,1,1,1,18.6,1197.0,81.83,5.0
1627,11,2016,650000,30000,0,1,1,1,22.54,1396.0,88.73,5.0
1628,11,2017,445000,25000,1,1,1,1,18.9,1197.0,82.0,5.0
1629,28,2010,450000,334000,0,1,1,1,12.8,2494.0,102.0,7.0
1630,19,2016,600000,100000,0,1,1,1,17.45,1493.0,100.0,7.0
1631,25,2014,495000,175000,0,1,1,1,19.01,1461.0,108.45,5.0
1632,20,2011,220000,65000,1,1,0,3,12.6,1586.0,103.3,5.0
1633,20,2011,260000,65000,1,1,0,3,12.6,1586.0,103.3,5.0
1634,11,2009,150000,90000,1,1,1,1,17.92,1086.0,62.1,5.0
1635,9,2011,200000,80000,0,1,1,2,20.0,1399.0,68.0,5.0
1636,19,2018,1465000,110000,0,1,1,1,16.36,2179.0,140.0,7.0
1638,10,2008,250000,60000,1,1,0,3,20.0,1339.0,108.5,5.0
1639,19,2014,310000,160000,0,1,1,1,14.95,2489.0,93.7,7.0
1640,19,2010,600000,100875,0,1,0,1,11.79,2179.0,120.0,8.0
1641,20,2018,560000,20000,1,1,1,1,21.4,1197.0,83.1,5.0
1642,20,2016,500000,30000,1,1,1,1,20.85,1197.0,83.14,5.0
1643,11,2013,270000,118000,0,1,1,1,24.0,1120.0,70.0,5.0
1644,11,2013,420000,69000,0,1,1,3,22.32,1582.0,126.32,5.0
1645,20,2015,434999,25000,1,1,1,2,20.85,1197.0,83.14,5.0
1646,11,2015,400000,100000,1,1,0,1,16.9,1197.0,81.86,5.0
1647,20,2015,470000,110000,0,1,1,1,26.59,1248.0,74.0,5.0
1648,23,2015,480000,60000,0,1,1,3,20.45,1461.0,83.8,5.0
1649,11,2008,105000,128000,1,1,1,1,0.0,1086.0,62.0,5.0
1650,27,2017,325000,120000,0,1,1,1,27.28,1047.0,69.0,5.0
1652,11,2020,675000,5000,1,1,0,1,20.7,1197.0,81.86,5.0
1653,11,2009,170000,90000,1,1,1,2,20.36,1197.0,78.9,5.0
1654,11,2017,1250000,90000,0,1,1,1,19.67,1582.0,126.2,5.0
1655,10,2012,600000,144030,1,1,1,1,12.8,2354.0,177.6,5.0
1656,10,2014,819999,200000,0,1,1,1,25.1,1498.0,98.6,5.0
1657,11,2016,650000,29000,1,1,1,1,18.6,1197.0,81.83,5.0
1659,19,2009,200000,176000,0,1,1,2,17.0,1461.0,66.0,5.0
1660,27,2013,200000,150000,0,1,1,1,19.09,1396.0,69.0,5.0
1661,20,2016,220000,90000,1,1,1,1,16.8,796.0,34.2,8.0
1662,29,2014,500000,70000,1,1,1,2,15.04,1598.0,103.2,5.0
1663,19,2007,175000,99000,0,1,1,2,19.2,1461.0,65.0,5.0
1664,27,2018,450000,5000,1,1,1,1,23.84,1199.0,84.0,5.0
1665,4,2008,210000,90000,0,1,1,4,16.52,1991.0,123.7,5.0
1666,20,2011,270000,89000,0,1,1,2,21.1,1248.0,73.9,5.0
1667,27,2006,110000,88000,0,1,1,2,16.8,1405.0,62.0,5.0
1668,20,2015,480000,30000,0,1,1,1,26.59,1248.0,74.0,5.0
1669,20,2016,650000,50000,0,1,0,2,26.59,1248.0,74.0,5.0
1670,20,2013,480000,80000,0,1,1,1,23.4,1248.0,74.0,5.0
1671,11,2016,700000,40000,0,1,1,1,22.54,1396.0,88.73,5.0
1672,20,2015,650000,110000,0,1,1,3,20.77,1248.0,88.76,7.0
1673,11,2015,1300000,48000,0,1,1,2,19.67,1582.0,126.2,5.0
1674,29,2016,1350000,97000,0,1,0,1,16.96,1968.0,138.03,5.0
1675,29,2016,1000000,60000,0,1,0,1,22.15,1498.0,108.6,5.0
1676,21,2011,1700000,110000,0,1,0,3,0.0,2987.0,165.0,5.0
1677,28,2018,1080000,12800,1,1,0,1,17.8,1496.0,105.5,5.0
1678,11,2012,170000,40000,1,1,1,1,21.1,814.0,55.2,5.0
1679,20,2017,610000,49000,0,1,1,1,28.4,1248.0,74.0,5.0
1680,20,2014,350000,25000,1,1,1,1,18.5,1197.0,85.8,5.0
1681,20,2016,260000,65000,1,1,1,2,22.74,796.0,47.3,5.0
1682,7,2015,700000,20000,0,1,1,1,20.4,1248.0,91.7,5.0
1683,29,2018,678000,17000,1,1,1,1,18.78,999.0,75.0,5.0
1684,20,2015,800000,15000,0,1,1,1,23.65,1248.0,88.5,5.0
1685,28,2014,400000,120000,0,1,1,2,23.59,1364.0,67.04,5.0
1686,11,2010,300000,49000,1,1,1,1,18.5,1197.0,80.0,5.0
1687,11,2016,520000,29000,1,1,1,1,18.6,1197.0,81.83,5.0
1688,23,2017,850000,55000,0,1,0,1,19.61,1461.0,108.5,5.0
1689,19,2019,1460000,5000,0,1,1,1,17.3,1497.0,121.0,7.0
1690,27,2017,830000,35000,0,1,1,1,21.5,1497.0,108.5,5.0
1691,6,2018,430000,5000,1,1,1,2,20.63,1198.0,67.0,5.0
1692,9,2017,850000,60000,0,1,1,1,22.77,1498.0,98.59,5.0
1693,20,2017,650000,70000,1,1,1,1,20.85,1197.0,83.14,5.0
1694,11,2008,120000,120000,0,1,1,2,16.8,1493.0,110.0,5.0
1695,19,2016,730000,65100,0,1,1,2,18.49,1493.0,100.0,7.0
1696,20,2019,525000,20000,1,1,0,1,20.89,1197.0,81.8,5.0
1697,11,2015,600000,108000,0,1,1,1,21.19,1396.0,88.73,5.0
1698,20,2019,500000,15000,1,1,1,1,21.21,1197.0,81.8,5.0
1699,11,2009,150000,77000,1,1,1,1,17.92,1086.0,62.1,5.0
1700,20,2015,409999,18500,1,1,1,1,20.51,998.0,67.04,5.0
1701,19,2016,625000,120000,0,1,1,1,18.49,1493.0,100.0,7.0
1702,25,2015,290000,15200,1,1,1,1,25.17,799.0,53.3,5.0
1703,10,2015,500000,35000,1,1,1,1,17.3,1497.0,117.3,7.0
1704,11,2011,475000,80000,0,1,1,1,22.32,1582.0,126.32,5.0
1705,11,2013,190000,70000,1,1,1,1,21.1,814.0,55.2,5.0
1706,19,2014,750000,80000,0,1,1,2,15.1,2179.0,140.0,7.0
1707,23,2014,525000,120000,0,1,1,2,19.01,1461.0,108.5,5.0
1708,4,2012,495000,82000,0,1,1,3,17.3,1998.0,163.7,5.0
1709,13,2017,2625000,9000,0,0,0,1,13.6,1999.0,177.0,5.0
1710,17,2019,5150000,20000,1,0,0,1,22.37,2487.0,214.56,5.0
1711,13,2017,3200000,45000,0,0,0,1,19.33,1999.0,177.0,5.0
1712,27,2015,503000,110000,0,1,1,1,14.1,2179.0,147.94,7.0
1713,30,2019,3800000,20000,0,1,0,1,18.0,1969.0,190.0,5.0
1714,28,2016,2000000,68089,1,2,0,1,19.16,2494.0,157.7,5.0
1715,20,2013,225000,58343,1,2,1,1,21.79,998.0,67.05,5.0
1716,20,2018,740000,38817,0,0,1,1,27.39,1248.0,74.0,5.0
1717,10,2016,550000,56494,1,2,1,1,18.2,1199.0,88.7,5.0
1718,28,2013,750000,79328,0,2,1,2,12.99,2494.0,100.6,7.0
1719,20,2019,650000,5621,1,2,0,1,22.0,1197.0,81.8,5.0
1720,28,2017,625000,25538,1,2,1,1,16.78,1496.0,88.73,5.0
1721,20,2018,600000,69779,1,0,0,1,22.0,1197.0,81.8,5.0
1722,11,2017,450000,56290,0,0,1,1,24.0,1186.0,73.97,5.0
1723,3,2019,5400000,7500,0,0,0,1,16.78,1995.0,190.0,5.0
1724,3,2019,5500000,8500,0,0,0,1,16.78,1995.0,190.0,5.0
1725,10,2019,779000,7032,1,2,0,1,19.0,1199.0,88.76,5.0
1726,26,2016,645000,11000,1,0,0,1,14.3,1598.0,103.5,5.0
1727,30,2018,2475000,2000,0,0,0,1,16.8,1984.0,150.0,5.0
1728,10,2010,321000,60000,1,1,0,2,16.8,1497.0,118.0,5.0
1729,28,2017,585000,50000,1,1,1,1,17.71,1197.0,78.9,5.0
1730,9,2011,225000,70000,0,1,1,1,20.0,1399.0,68.0,5.0
1731,10,2017,500000,70000,0,1,1,1,25.8,1498.0,98.6,5.0
1732,11,2011,350000,90000,0,1,1,3,23.0,1396.0,90.0,5.0
1733,20,2016,756000,70000,0,1,1,2,24.52,1248.0,88.5,7.0
1734,20,2014,240000,50000,1,1,1,1,22.74,796.0,47.3,5.0
1735,20,2012,80000,120000,1,1,1,2,19.7,796.0,35.0,8.0
1736,11,2019,800000,5000,1,1,1,1,17.19,1197.0,81.86,5.0
1737,27,2018,1250000,25000,0,1,1,1,17.6,2179.0,147.94,7.0
1738,19,2009,320000,80000,0,1,1,3,12.05,2179.0,120.0,7.0
1739,11,2017,509999,25000,1,1,1,1,18.9,1197.0,82.0,5.0
1740,27,2019,650000,15000,0,1,1,1,22.95,1248.0,74.0,5.0
1741,20,2011,210000,35000,1,1,1,2,20.92,998.0,67.1,5.0
1742,20,2008,110000,80000,1,1,1,2,19.7,796.0,46.3,5.0
1743,27,2017,665000,25000,0,1,1,1,21.5,1497.0,108.5,5.0
1744,29,2017,555000,52000,0,1,1,1,21.66,1498.0,108.62,5.0
1745,29,2017,560000,52000,0,1,1,1,21.66,1498.0,108.62,5.0
1746,19,2016,375000,80000,0,1,1,1,25.32,1198.0,77.0,6.0
1748,28,2017,2950000,50000,0,1,0,1,15.04,2755.0,174.5,7.0
1749,20,2017,605000,127000,0,1,1,1,28.4,1248.0,74.02,5.0
1750,10,2017,720000,30000,1,1,1,1,17.5,1199.0,88.7,5.0
1751,20,2017,800000,70000,0,1,1,1,24.52,1248.0,88.5,7.0
1752,19,2017,1325000,54000,0,1,1,1,16.0,2179.0,140.0,7.0
1753,22,2011,625000,120000,0,1,1,2,10.5,2835.0,116.9,6.0
1754,11,2011,350000,116500,0,1,1,1,23.0,1396.0,90.0,5.0
1755,28,2012,600000,145000,0,1,1,2,12.99,2494.0,100.0,8.0
1756,11,2012,300000,120000,1,1,1,1,18.5,1197.0,82.85,5.0
1757,27,2011,240000,120000,0,1,1,1,13.93,2179.0,138.1,7.0
1758,9,2016,377000,80000,0,1,1,1,25.83,1498.0,99.0,5.0
1759,20,2013,450000,140000,1,1,1,1,16.02,1373.0,93.7,7.0
1760,11,2008,160000,100000,1,1,1,4,13.9,1599.0,103.2,5.0
1761,11,2019,525000,100000,1,1,1,1,20.14,1197.0,81.86,5.0
1762,28,2011,550000,168000,0,1,1,2,12.8,2494.0,102.0,8.0
1763,4,2010,270000,120000,0,1,1,3,18.3,1991.0,147.9,5.0
1764,28,2016,570000,145000,0,1,1,2,23.59,1364.0,67.05,5.0
1765,9,2011,225000,90000,0,1,1,2,20.0,1399.0,68.0,5.0
1766,11,2019,590000,90000,1,1,1,1,20.14,1197.0,81.86,5.0
1767,14,2018,1675000,80000,0,1,1,1,17.1,1956.0,170.0,5.0
1768,9,2019,800000,33000,1,0,1,1,19.4,1194.0,94.93,5.0
1769,4,2014,450000,13500,1,1,1,1,18.2,1199.0,82.4,5.0
1770,27,2012,300000,80000,0,1,1,1,17.0,1405.0,70.0,5.0
